Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
objective	-0.01	-0.013	0.02	0.002	-0.003	0.1	-0.002	-0.008	-0.003	-0.009	-0.001	0.016	0	-0.002	-0.003	0.134	-0.003	-0.003	0.067	0.003	-0.006	-0.004	-0.005	-0.003	-0.004	0.026	0.013	-0.015	-0.002	-0.001	-0.009	0.004	-0.002	-0.005	-0.003	0.198	-0.002	-0.004	-0.001	-0.003	-0.004	-0.004	-0.002	-0.001	-0.006	-0.002	-0.003	0.061	-0.002	-0.006	-0.003	-0.002	-0.005	0.008	-0.008	-0.001	-0.008	-0.002	-0.008	-0.002	0.001	-0.005	0.004	-0.004	-0.008	0.044	-0.008	0.004	-0.003	-0.004	-0.007	0	0	-0.011	-0.005	-0.003	-0.001	-0.006	-0.01	0.013	-0.002	0	-0.005	0.064	-0.005	0.038	0.019	-0.002	-0.001	0.012	-0.001	-0.001	-0.002	0.01	-0.002	-0.003	0.002	-0.004	-0.003	-0.003
task	-0.01	-0.013	0.02	0.002	-0.003	0.1	-0.002	-0.008	-0.003	-0.009	-0.001	0.016	0	-0.002	-0.003	0.134	-0.003	-0.003	0.067	0.003	-0.006	-0.004	-0.005	-0.003	-0.004	0.026	0.013	-0.015	-0.002	-0.001	-0.009	0.004	-0.002	-0.005	-0.003	0.198	-0.002	-0.004	-0.001	-0.003	-0.004	-0.004	-0.002	-0.001	-0.006	-0.002	-0.003	0.061	-0.002	-0.006	-0.003	-0.002	-0.005	0.008	-0.008	-0.001	-0.008	-0.002	-0.008	-0.002	0.001	-0.005	0.004	-0.004	-0.008	0.044	-0.008	0.004	-0.003	-0.004	-0.007	0	0	-0.011	-0.005	-0.003	-0.001	-0.006	-0.01	0.013	-0.002	0	-0.005	0.064	-0.005	0.038	0.019	-0.002	-0.001	0.012	-0.001	-0.001	-0.002	0.01	-0.002	-0.003	0.002	-0.004	-0.003	-0.003
equality	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
men	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toxicology	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pulp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toilet	-0.009	0.016	-0.004	0.005	-0.003	-0.003	-0.002	-0.005	-0.003	-0.009	-0.001	0.001	-0.003	-0.002	-0.003	-0.001	-0.001	-0.003	-0.001	-0.003	0.012	-0.004	0.001	-0.003	-0.004	-0.003	-0.003	-0.007	-0.002	-0.001	-0.007	-0.001	-0.002	-0.007	-0.003	-0.002	-0.002	-0.004	-0.001	-0.003	-0.004	0	-0.003	-0.001	-0.005	-0.002	-0.003	-0.005	-0.002	-0.004	-0.002	-0.001	-0.004	0.016	0.034	-0.001	-0.008	0.005	0.023	-0.002	-0.005	-0.005	-0.006	-0.003	-0.007	-0.002	-0.004	-0.003	-0.003	0.018	-0.007	0	0	-0.003	0.039	-0.003	-0.004	-0.002	-0.012	-0.002	-0.002	0	-0.005	-0.001	-0.005	-0.003	-0.001	-0.002	-0.001	-0.004	-0.001	-0.001	-0.002	-0.007	-0.002	-0.003	-0.008	-0.003	-0.003	-0.003
inflation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
butter	-0.051	-0.039	-0.021	-0.021	-0.016	-0.045	-0.007	-0.066	-0.016	-0.023	-0.007	-0.025	-0.037	-0.013	-0.018	-0.008	-0.017	-0.015	-0.006	-0.019	0.035	-0.021	-0.019	-0.019	-0.024	-0.016	0.004	0.078	-0.012	-0.008	0.301	-0.007	-0.012	-0.039	-0.015	-0.014	-0.009	-0.015	-0.005	-0.016	-0.02	-0.02	-0.02	-0.004	-0.031	-0.011	-0.015	-0.03	-0.012	-0.032	-0.014	-0.008	-0.02	-0.025	0.024	-0.008	-0.043	-0.004	-0.021	-0.01	-0.025	-0.031	0.09	-0.02	0.358	-0.01	-0.046	-0.016	-0.019	-0.019	-0.029	-0.002	-0.001	-0.056	-0.019	-0.015	-0.018	-0.024	-0.042	-0.014	-0.01	-0.002	-0.023	-0.006	-0.027	-0.019	-0.009	-0.009	-0.008	-0.019	-0.007	-0.008	-0.01	-0.033	-0.013	-0.012	-0.037	-0.02	-0.017	-0.017
aerated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drink	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bulk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moldova	-0.01	-0.011	0.053	0.03	0.022	0.021	-0.003	-0.018	0.019	0.038	-0.002	-0.003	0.035	-0.003	-0.005	-0.002	0.01	0.001	-0.002	-0.005	-0.007	-0.005	-0.006	-0.005	0.001	0.011	-0.003	-0.01	-0.003	-0.002	-0.012	-0.002	-0.003	0.045	-0.004	0.004	0.002	-0.005	-0.001	0.361	0.019	-0.005	0.038	-0.001	-0.007	0.041	-0.004	0.008	-0.003	-0.008	-0.001	-0.002	-0.006	0.004	0.011	-0.002	-0.01	-0.003	-0.004	-0.003	-0.007	-0.008	-0.009	-0.001	-0.008	-0.003	-0.009	0.003	-0.005	-0.005	-0.001	-0.001	0	-0.01	-0.004	-0.003	-0.005	-0.009	-0.015	-0.004	-0.002	-0.001	-0.001	-0.001	-0.004	-0.005	-0.002	-0.002	-0.002	0.005	-0.002	-0.002	-0.002	-0.006	-0.003	-0.004	0.009	-0.005	-0.004	0
oopec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asia	-0.01	0.014	0.083	-0.004	-0.003	-0.004	0.006	-0.011	0.001	-0.003	-0.001	-0.005	0.007	0	-0.004	-0.002	0	0.009	-0.001	0.003	-0.007	0.007	-0.004	0.007	-0.004	-0.001	0	-0.008	-0.003	-0.002	-0.01	-0.001	0.006	-0.006	-0.003	0.008	-0.002	-0.004	-0.001	0.141	0.008	-0.004	0.01	-0.001	0.001	-0.002	-0.001	0.03	-0.002	-0.006	0.003	-0.002	-0.005	0.014	-0.01	-0.002	0.001	-0.003	-0.009	-0.002	-0.005	-0.006	0.003	-0.004	-0.008	-0.002	0.005	0.002	-0.004	0.003	-0.001	0	0	0.006	-0.004	-0.003	-0.004	-0.005	-0.008	-0.003	-0.002	0	0.011	0.021	0.004	-0.004	-0.002	0.006	-0.002	-0.004	-0.001	-0.002	-0.002	0.001	-0.002	-0.003	-0.001	-0.004	0.02	-0.004
apiculture	-0.01	-0.015	0	-0.004	-0.003	0.004	-0.002	0.011	-0.003	-0.001	-0.001	-0.005	-0.007	0.017	-0.003	-0.002	-0.003	-0.003	-0.001	-0.004	-0.003	0.002	0	-0.004	-0.004	-0.003	-0.003	-0.001	0.027	-0.001	-0.01	-0.001	-0.002	-0.008	-0.003	-0.003	-0.002	-0.004	-0.001	-0.003	-0.004	-0.004	-0.004	-0.001	0.001	-0.002	-0.001	0.119	0.033	-0.006	-0.003	-0.002	-0.005	-0.004	-0.001	-0.001	0.013	0.001	-0.001	-0.002	-0.005	-0.006	-0.004	-0.004	-0.004	-0.002	0.029	-0.003	-0.004	-0.004	-0.008	0	0	-0.005	-0.006	-0.003	0	0.004	0.015	-0.003	-0.002	0	-0.005	-0.001	-0.005	0.005	-0.002	-0.002	0.008	-0.004	-0.001	-0.001	-0.002	0.001	-0.002	-0.003	0.004	-0.004	-0.003	-0.003
inland	-0.01	-0.013	0.003	-0.004	-0.003	0.001	-0.002	0.014	-0.003	-0.009	-0.002	0.02	0.01	0.025	-0.004	-0.002	0.004	-0.003	-0.001	-0.004	0.002	-0.004	-0.005	-0.004	-0.003	0.008	0	0.01	-0.003	0.018	-0.01	-0.001	0.01	0.003	-0.003	-0.003	-0.002	-0.001	-0.001	0.002	-0.005	0.023	0	-0.001	-0.005	0.061	0.275	-0.006	0.005	0.025	-0.003	-0.002	-0.005	-0.005	-0.01	-0.002	-0.01	-0.003	0.011	-0.002	-0.005	0.012	-0.008	0.023	-0.009	0	-0.004	-0.003	-0.004	0.029	0.001	0	0	-0.013	-0.006	-0.001	0.008	-0.007	-0.013	-0.003	0.001	0	-0.006	-0.001	-0.003	0.004	-0.002	-0.002	-0.002	-0.004	-0.002	0.027	-0.002	0	-0.003	0	0.015	-0.004	0.037	-0.004
shipping	-0.013	-0.018	0.008	-0.005	0.003	-0.005	-0.003	0.008	-0.004	0.011	-0.002	0.01	-0.004	0.028	-0.005	0.007	0.002	-0.004	-0.002	-0.005	-0.005	-0.005	-0.006	-0.005	-0.005	0.051	0.006	-0.004	-0.003	0.03	-0.013	-0.002	0.001	-0.01	-0.004	-0.003	-0.002	0.018	-0.001	0	-0.005	0.011	-0.002	-0.001	-0.007	0.049	0.121	0.002	0.004	0.109	0.016	-0.002	0.005	-0.002	-0.013	0.025	-0.012	0	0.095	-0.003	-0.007	0.009	-0.009	-0.003	-0.011	0.038	-0.011	-0.004	-0.005	0.002	0	-0.001	0	-0.015	-0.007	-0.003	-0.005	-0.009	-0.017	-0.004	-0.002	-0.001	-0.007	-0.001	0	0.054	-0.002	-0.002	-0.002	-0.005	-0.002	0.028	-0.003	-0.004	-0.003	-0.001	0.012	-0.005	0.005	-0.005
dredging	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polluter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roadworthiness	-0.011	-0.016	-0.004	-0.004	-0.001	0.002	-0.002	0.057	-0.003	0.001	-0.001	0.008	-0.007	-0.001	-0.004	-0.002	-0.004	-0.003	-0.001	0	0.014	-0.004	0.026	-0.004	-0.005	0	-0.004	-0.002	-0.003	0.125	-0.01	-0.001	-0.003	-0.008	-0.003	-0.003	-0.002	0.007	-0.001	-0.003	-0.004	0.007	-0.004	0.058	-0.006	-0.002	0.032	-0.006	-0.002	0.038	-0.003	-0.002	-0.001	0.016	-0.01	-0.002	-0.009	0.055	0.01	-0.002	-0.004	-0.006	-0.007	-0.004	-0.009	-0.002	0.041	-0.003	-0.004	-0.004	-0.008	0	0	-0.011	-0.006	-0.003	-0.004	-0.006	-0.014	-0.003	-0.002	0	-0.006	-0.001	-0.005	0.003	-0.002	-0.002	-0.002	-0.001	-0.001	-0.002	0.025	-0.003	-0.003	0.001	-0.009	-0.004	0.083	-0.004
test	-0.011	-0.017	0.001	-0.004	-0.001	0.01	-0.002	0.051	-0.003	0	-0.002	0.007	-0.007	-0.001	-0.004	-0.002	-0.004	-0.003	-0.001	-0.001	0.013	-0.004	0.026	-0.004	-0.005	0	-0.004	-0.003	-0.003	0.117	-0.011	-0.001	-0.003	0.002	-0.003	-0.003	-0.002	0.006	-0.001	0	-0.005	0.006	-0.004	0.054	-0.006	-0.002	0.03	0.011	-0.003	0.035	-0.003	-0.002	-0.002	0.014	-0.011	-0.002	-0.01	0.052	0.008	-0.002	-0.005	-0.007	-0.008	-0.004	-0.009	-0.002	0.037	-0.003	-0.004	-0.004	-0.006	0	0	-0.012	-0.007	-0.004	-0.004	-0.006	-0.015	-0.003	-0.002	-0.001	-0.006	-0.001	-0.006	0.002	-0.002	-0.002	-0.002	-0.001	-0.002	-0.002	0.024	-0.004	0.04	0	-0.009	-0.004	0.077	-0.004
intellectual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uganda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
autonomous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
province	-0.002	-0.015	-0.004	0.001	0.003	0.026	-0.002	-0.011	-0.003	0.009	-0.001	0.001	-0.008	0.003	0.005	-0.002	-0.003	-0.003	-0.001	0	0.019	-0.004	-0.005	-0.004	-0.003	-0.003	-0.003	-0.005	-0.003	-0.002	-0.01	-0.001	-0.002	-0.003	-0.003	0.001	-0.002	-0.004	-0.001	-0.003	0.019	-0.004	-0.001	-0.001	0.006	-0.002	0.008	0.04	-0.002	-0.006	-0.003	-0.002	-0.005	-0.005	-0.01	-0.002	-0.009	-0.003	-0.01	-0.002	-0.003	-0.006	0.001	-0.004	-0.008	-0.002	-0.004	-0.003	-0.004	-0.004	-0.005	0	0	-0.012	-0.006	-0.003	-0.001	-0.007	-0.013	0.011	0.008	0	0.037	-0.001	-0.005	-0.004	-0.002	-0.002	-0.002	-0.004	-0.001	-0.002	-0.002	-0.008	-0.002	-0.003	0.11	-0.004	-0.003	-0.003
bolzano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
redirection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pleasure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
craft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
privacy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
individual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
personal	-0.014	-0.02	0.017	0.001	-0.004	0.199	0.001	-0.001	-0.004	-0.013	-0.002	0.037	-0.007	-0.003	-0.004	-0.002	-0.003	-0.004	-0.002	0.022	-0.009	-0.004	0.002	0.02	-0.003	0.015	0.012	-0.023	0.001	0.019	-0.013	-0.002	-0.003	-0.003	-0.004	0.01	0.028	-0.005	-0.001	-0.004	0.003	0.006	0.001	-0.001	-0.008	0.005	0.001	0.013	-0.003	-0.007	-0.004	-0.002	0.003	0.013	-0.012	0.013	-0.012	-0.003	-0.001	-0.003	-0.004	-0.008	-0.009	-0.005	-0.01	0.145	-0.011	0.001	0.005	-0.004	-0.01	-0.001	0	-0.013	-0.007	-0.004	0.012	-0.007	-0.017	0.003	-0.002	-0.001	0.001	0.075	-0.007	0.023	0.023	-0.002	0.003	-0.001	-0.002	0.005	-0.003	0.023	0.048	-0.002	-0.007	0.007	0.011	-0.004
catalogue	-0.009	-0.014	-0.004	-0.004	-0.003	-0.005	0.034	0.056	-0.003	-0.01	-0.001	0.016	-0.008	-0.003	-0.004	-0.002	-0.003	-0.003	-0.001	-0.004	-0.005	0.011	0.004	0.004	-0.005	-0.003	-0.003	0	0.079	-0.002	-0.01	-0.001	-0.002	-0.005	-0.003	-0.003	-0.002	-0.004	-0.001	-0.003	-0.004	-0.004	-0.004	-0.001	0.06	-0.002	-0.003	0.003	-0.002	0.062	-0.003	-0.002	-0.005	-0.005	-0.005	-0.002	0.008	-0.003	-0.001	0.005	-0.005	-0.006	-0.007	-0.004	-0.008	-0.002	-0.009	-0.003	-0.004	0.017	-0.003	0	0	-0.012	-0.005	-0.003	-0.004	0.048	-0.013	-0.003	0.006	0	-0.006	-0.001	-0.005	-0.004	-0.002	-0.002	-0.002	-0.004	-0.001	-0.002	-0.002	-0.008	-0.002	-0.003	-0.009	0.018	-0.003	0.006
standardisation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clause	-0.011	0.02	-0.005	0.021	-0.004	0.037	-0.003	-0.005	0.042	-0.01	-0.002	0.003	-0.004	0.019	0	-0.002	-0.001	0.001	-0.002	0.015	-0.007	0.014	-0.005	0.001	0	-0.004	0.004	-0.009	0.019	-0.002	-0.012	-0.002	-0.003	0.012	-0.004	-0.004	-0.002	-0.003	-0.001	-0.004	-0.006	-0.005	-0.005	-0.001	-0.007	-0.003	-0.004	-0.008	-0.003	-0.008	-0.004	-0.002	0.01	0.027	0.011	-0.002	-0.012	-0.004	0.003	0.004	-0.007	-0.008	-0.01	-0.002	-0.01	-0.003	0.003	0.001	-0.005	-0.005	0.005	-0.001	0	0.016	-0.001	0	-0.005	-0.007	-0.006	-0.004	-0.003	-0.001	-0.005	-0.001	0.01	0.001	-0.002	-0.002	-0.002	-0.005	-0.002	-0.002	-0.003	-0.01	-0.003	0	-0.011	-0.005	-0.004	-0.005
antilles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
substitute	-0.009	0.001	-0.004	-0.004	-0.003	0.002	-0.002	0.01	-0.003	0.006	-0.001	0.002	-0.007	-0.002	0.001	-0.001	-0.003	-0.003	-0.001	0.004	-0.004	0.01	-0.003	-0.003	-0.004	-0.003	-0.003	-0.007	-0.002	-0.001	-0.006	-0.001	-0.002	-0.006	0.004	-0.002	0.01	-0.004	-0.001	-0.003	-0.004	0.077	-0.004	-0.001	0	-0.002	-0.001	0.011	-0.002	-0.005	-0.001	-0.002	0.006	0.013	-0.003	-0.001	0.002	0.045	0.037	-0.002	-0.005	-0.005	-0.006	-0.004	-0.006	-0.002	-0.006	-0.003	-0.003	-0.004	-0.006	0	0	-0.006	-0.005	-0.003	0.09	0.017	-0.009	-0.003	-0.002	0	-0.001	-0.001	-0.005	0.001	-0.002	-0.002	-0.001	-0.004	0.018	-0.001	0.009	0.004	0.001	-0.003	-0.008	-0.004	0.005	-0.003
organic	-0.013	-0.018	-0.008	-0.003	0	-0.005	0.015	0.056	-0.006	-0.008	-0.003	-0.006	-0.011	-0.005	-0.006	-0.003	-0.003	-0.004	0.004	-0.001	-0.004	0.018	-0.001	-0.008	-0.007	-0.005	-0.002	-0.025	0.016	-0.003	-0.021	-0.003	-0.005	-0.006	-0.002	-0.006	0.009	-0.008	-0.002	-0.006	-0.008	-0.005	-0.008	-0.002	-0.002	-0.003	-0.002	-0.001	0	-0.001	-0.006	0.025	-0.011	0.015	0.038	-0.001	0.038	0.025	0.06	-0.004	-0.01	-0.013	-0.005	-0.008	-0.005	0.01	-0.005	0.039	-0.005	0.009	-0.013	-0.001	-0.001	-0.021	0.004	-0.007	-0.008	0.094	-0.021	-0.006	-0.001	-0.001	-0.008	-0.002	-0.011	-0.003	-0.004	-0.004	-0.003	-0.001	0.033	-0.003	-0.004	-0.002	-0.005	-0.006	-0.018	0.018	-0.007	-0.007
solvent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
workplace	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sampling	-0.012	-0.019	-0.005	0.004	-0.004	0.035	-0.003	-0.004	-0.001	-0.009	-0.002	-0.002	-0.009	0.003	-0.002	0.051	0.001	-0.003	-0.001	-0.004	0.002	0.013	0.032	-0.005	-0.003	-0.004	-0.004	-0.007	-0.003	0.022	-0.011	-0.002	-0.003	-0.01	-0.004	-0.003	0.005	-0.005	-0.001	-0.004	-0.005	-0.005	-0.002	-0.001	0.011	-0.003	-0.002	0.092	-0.003	-0.005	0.018	-0.002	-0.002	-0.006	-0.012	-0.002	0.012	-0.003	0.025	-0.002	-0.006	-0.002	-0.009	0.069	0.001	-0.002	0.023	0.032	-0.005	0.03	0.002	-0.001	0	-0.014	-0.003	0.002	0.008	0.021	-0.004	-0.003	0.005	-0.001	-0.007	-0.001	-0.006	-0.005	-0.002	-0.002	-0.002	-0.004	0.005	-0.002	-0.002	-0.004	-0.003	0.012	-0.003	0.021	-0.004	-0.004
