Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X140	X141	X142	X143	X144	X145	X146	X147	X148	X149
fishery	-0.004	-0.015	-0.002	0.013	-0.039	-0.01	-0.017	-0.004	0.054	-0.066	-0.033	-0.021	-0.021	0.004	0.069	-0.018	-0.009	-0.03	0.024	0.015	-0.017	0.587	-0.013	-0.007	0.004	-0.011	-0.01	0.131	0	-0.002	-0.01	-0.007	0.108	-0.033	-0.009	0.026	0.011	-0.011	-0.012	-0.016	-0.013	-0.01	-0.021	-0.003	-0.006	0.024	-0.015	0.118	-0.034	0.04	-0.007	-0.052	-0.011	0.038	-0.016	0.004	-0.04	-0.01	0.003	-0.008	-0.02	-0.02	-0.008	0.113	-0.014	-0.011	-0.005	-0.011	-0.045	-0.01	-0.019	-0.014	-0.002	-0.005	-0.048	-0.006	-0.024	-0.009	0.001	-0.019	-0.022	-0.014	-0.006	-0.024	-0.021	-0.022	-0.014	0.004	-0.018	-0.024	-0.002	-0.016	-0.009	-0.021	-0.007	0.004	-0.003	-0.006	0.01	-0.029	0.011	-0.005	0.017	0.004	0.337	-0.001	-0.013	-0.019	0.025	-0.006	0.025	-0.012	-0.029	-0.021	-0.012	-0.016	-0.001	-0.011	-0.035	0.024	-0.013	-0.049	-0.004	-0.012	0.086	-0.094	-0.01	-0.03	-0.002	0.043	-0.005	-0.006	0.017	-0.019	-0.093	-0.006	-0.005	0.017	-0.01	0.055	-0.015	-0.013	-0.04	0.006	-0.003	0.012	-0.022	-0.023	0.025	0.006
steel	-0.002	0.003	-0.006	-0.028	-0.028	-0.004	-0.01	-0.001	0.051	-0.031	-0.01	0.011	-0.009	-0.004	-0.01	-0.006	0.003	0.169	0.007	0.032	0.007	-0.018	0.031	-0.002	-0.009	0.527	-0.004	-0.001	0.037	-0.001	0.019	-0.003	0.009	-0.011	-0.004	-0.001	-0.001	-0.004	-0.003	-0.006	-0.004	0.004	-0.002	-0.002	-0.008	-0.004	-0.012	0.057	-0.037	-0.007	0.043	0.024	0.043	0.063	-0.01	-0.005	-0.017	-0.004	-0.003	0.016	-0.009	-0.009	-0.004	-0.013	-0.01	-0.005	-0.003	-0.004	-0.022	-0.006	0.007	0.008	-0.001	0.035	-0.007	-0.002	0.031	-0.006	-0.01	-0.002	0.035	-0.006	-0.008	-0.01	0.005	0.011	-0.007	0.002	-0.008	-0.005	-0.009	0.022	-0.004	-0.003	-0.008	-0.018	0.008	-0.002	0.02	-0.014	-0.007	0	0.026	0.006	-0.016	0.012	-0.011	-0.006	-0.011	-0.002	0.029	-0.006	-0.014	-0.002	-0.01	-0.007	-0.016	-0.002	-0.02	0.008	-0.01	-0.025	0	-0.005	-0.005	-0.042	-0.005	-0.008	-0.005	0.016	-0.003	-0.011	0.001	0.066	0.046	-0.002	-0.004	0.001	-0.005	-0.005	-0.007	-0.006	-0.015	-0.011	-0.009	-0.002	-0.011	-0.011	-0.004	0.009
industry	-0.004	-0.013	0.004	0.011	-0.012	-0.01	-0.019	-0.003	0.027	-0.061	0.022	0.024	-0.011	-0.009	0.011	0.007	-0.001	0.034	0.001	0.02	0.07	-0.022	0.027	0.056	-0.001	0.196	-0.001	0.017	0.012	-0.002	-0.005	-0.007	0.016	0.007	-0.006	-0.003	0.019	0.029	-0.014	-0.001	0.001	-0.005	-0.007	0.003	-0.008	0.028	-0.024	0.006	-0.046	0.002	0.106	0.115	0.022	0.064	-0.026	-0.012	-0.038	-0.002	-0.004	0.009	-0.003	-0.018	-0.005	0.006	-0.013	-0.009	-0.013	-0.01	-0.027	-0.005	0.058	0.01	-0.002	0.069	0.003	-0.002	0.048	-0.005	-0.008	-0.019	0.166	0.053	-0.003	-0.022	-0.006	0.022	0.013	0.043	-0.016	0.024	-0.01	0.012	0.016	-0.016	-0.021	-0.008	0.005	-0.006	0.036	-0.031	-0.006	0.002	0.008	-0.012	-0.031	0.053	0.004	-0.015	-0.012	-0.004	0.023	-0.015	-0.028	-0.013	-0.024	0	-0.007	0.002	-0.008	0.032	-0.02	-0.029	-0.027	-0.011	-0.004	-0.034	-0.004	-0.023	-0.01	0.113	-0.014	-0.01	0.001	0.152	-0.026	-0.006	-0.007	-0.004	-0.005	-0.005	-0.015	0.011	-0.003	-0.011	-0.015	-0.001	-0.026	0.003	0.003	0.001
working	-0.002	0.052	-0.006	-0.026	-0.031	0.002	-0.01	-0.001	-0.015	-0.029	-0.019	-0.004	0.005	-0.004	0.005	-0.005	0.071	-0.011	-0.003	-0.026	0.375	-0.013	-0.005	-0.004	0.033	0.005	0.007	-0.013	-0.012	-0.001	-0.016	-0.003	-0.005	-0.013	0	-0.001	-0.001	-0.006	-0.008	-0.002	-0.006	-0.007	-0.009	0.003	0.025	-0.004	-0.021	0	-0.038	-0.009	-0.001	-0.031	-0.004	-0.018	-0.011	-0.005	-0.024	0.1	0.007	-0.022	-0.009	-0.007	-0.004	-0.018	-0.01	-0.005	0.001	-0.004	-0.026	-0.006	-0.009	-0.006	-0.001	-0.006	-0.019	-0.002	-0.005	-0.006	-0.011	-0.009	0.759	-0.004	-0.009	0.063	-0.011	-0.008	0.006	-0.014	-0.007	0.18	0.008	-0.007	0.032	-0.008	0.026	-0.018	-0.007	-0.002	0.029	-0.008	-0.009	0.017	-0.009	-0.005	0.015	0.004	0.003	-0.005	-0.011	-0.006	-0.006	0.011	-0.013	-0.009	-0.01	0.077	0.078	-0.005	-0.01	-0.005	0	-0.071	-0.013	-0.005	-0.007	-0.042	-0.001	-0.01	-0.005	-0.019	0.003	-0.011	-0.01	-0.007	-0.046	-0.002	-0.006	-0.006	-0.003	-0.008	0.009	0.024	0.032	-0.004	-0.01	-0.006	0.018	-0.004	-0.004	-0.005
condition	-0.001	0.161	-0.002	-0.007	-0.018	-0.002	-0.007	-0.001	-0.016	-0.021	-0.01	0.012	0.005	0.014	0.018	0.033	0.019	0.014	-0.003	-0.016	0.047	-0.013	-0.004	-0.007	0.036	0.02	0.058	0.031	-0.01	-0.001	-0.013	-0.002	0.003	-0.003	-0.004	-0.001	-0.001	0.001	-0.007	-0.003	-0.002	-0.005	0.043	0.005	-0.003	-0.005	-0.009	0.023	-0.028	-0.006	0.002	0.003	-0.005	-0.002	-0.009	-0.004	-0.018	0.048	0.019	0.037	0.003	-0.006	-0.003	0.023	-0.008	-0.004	0.01	-0.004	-0.008	-0.005	-0.007	0.056	-0.001	-0.011	-0.005	-0.002	-0.007	-0.005	-0.008	-0.008	0.016	0.009	-0.007	0.049	-0.005	0.024	0.011	-0.01	0.001	-0.011	0.05	-0.006	0.025	-0.004	0.118	-0.014	-0.002	-0.002	-0.011	-0.006	-0.007	0.022	-0.004	-0.004	0.012	-0.004	0.003	-0.003	-0.004	0.001	-0.005	0.041	-0.009	0.008	-0.008	0.011	-0.013	0.002	-0.011	-0.004	0.006	0.007	-0.01	0.002	-0.007	-0.025	-0.004	0.021	-0.004	-0.017	0.012	-0.004	-0.001	-0.003	-0.037	-0.002	0.009	-0.005	-0.003	-0.002	-0.003	0.008	0.021	-0.006	0.079	-0.005	0.17	-0.006	-0.003	-0.004
provision	-0.003	0.157	0.008	-0.045	-0.063	-0.004	-0.019	0	-0.011	-0.064	-0.035	0.057	-0.013	0.027	0.017	-0.011	0.041	0.017	0.013	0.004	0.089	-0.039	0.008	0.012	0.014	0.088	0.102	0.024	-0.011	-0.002	-0.014	-0.006	-0.003	0.009	0.039	-0.003	0.021	0.012	0.005	0.013	-0.006	0.031	0.069	0.057	0.024	-0.012	-0.016	0.007	-0.076	0.009	0.04	-0.043	0.003	0.03	0.006	-0.011	-0.05	0.049	0	0.431	-0.003	0.077	0.009	-0.025	-0.019	0.009	-0.005	0.014	-0.055	0.02	-0.018	-0.008	-0.002	-0.019	-0.024	0.006	0.048	0.02	0.015	0.018	0.007	-0.001	-0.019	0.113	-0.017	-0.011	0.037	0.001	0.014	0.021	0.156	0.007	0.047	-0.016	0.153	-0.03	0.035	-0.004	0.053	-0.016	-0.018	0.005	-0.009	0.018	-0.027	-0.008	-0.001	0.043	-0.02	0.003	0.017	0.203	-0.025	0.336	0.025	0.058	0.068	0.025	-0.009	0.005	-0.008	-0.067	0.004	-0.001	-0.022	-0.087	-0.007	-0.026	-0.004	0.004	0.015	0.003	-0.016	-0.006	-0.097	-0.005	-0.006	0.005	-0.005	0.024	-0.007	0.052	-0.014	0.025	-0.016	0.029	-0.005	0.005	-0.008	-0.007
governing	-0.002	0.169	-0.012	-0.038	-0.048	-0.006	-0.015	0.002	-0.033	-0.047	-0.037	-0.011	-0.011	0.037	0.012	-0.012	0.03	0.002	0.012	-0.004	0.02	-0.029	0.002	0.015	-0.007	0.029	0.118	-0.021	-0.019	-0.001	-0.026	-0.004	-0.007	-0.013	0.038	-0.002	0.03	0.02	-0.009	0	-0.007	0.004	0.017	0.049	0.001	-0.008	-0.019	-0.016	-0.059	0.017	0.005	-0.048	-0.006	-0.027	-0.017	-0.008	-0.038	-0.001	-0.006	0.579	-0.014	0.077	0.008	-0.04	-0.015	0.003	-0.004	-0.007	-0.043	0.018	-0.014	-0.002	-0.001	-0.016	-0.025	-0.004	-0.003	0.023	-0.009	0.009	-0.012	-0.004	-0.014	0.006	-0.017	-0.018	-0.006	-0.028	-0.005	-0.006	0.185	0.01	0.014	-0.013	0.153	-0.027	0.041	-0.004	0.025	-0.007	-0.014	0.012	-0.009	-0.007	-0.025	-0.007	-0.015	0.066	-0.011	0.004	0.029	0.246	-0.021	0.475	-0.004	-0.001	-0.03	-0.008	-0.04	-0.008	-0.001	-0.071	-0.016	0.002	-0.016	-0.066	-0.008	-0.019	-0.007	0.028	-0.004	-0.013	-0.014	-0.01	-0.071	-0.004	-0.008	0.013	-0.006	0.031	-0.01	0.003	-0.034	0.002	-0.013	-0.009	-0.005	-0.014	-0.005	-0.004
institution	-0.003	0.174	-0.013	-0.036	-0.052	-0.007	-0.016	0.001	-0.033	-0.053	-0.041	-0.01	-0.013	0.034	0.006	-0.013	0.041	0.005	0.009	-0.004	0.022	-0.031	0.006	0.02	0.01	0.024	0.137	-0.021	-0.016	-0.002	-0.029	-0.005	-0.005	-0.014	0.042	-0.002	0.026	0.018	0.028	-0.002	-0.007	0.005	0.017	0.043	0	-0.01	-0.024	-0.014	-0.066	0.012	0.015	-0.051	-0.008	-0.025	-0.01	-0.009	-0.043	-0.001	-0.007	0.538	-0.016	0.124	0.041	-0.041	-0.012	0.003	-0.002	0	-0.046	0.016	-0.016	-0.004	-0.001	-0.012	-0.018	-0.004	0.122	0.034	-0.008	0.016	-0.013	-0.003	-0.016	0.008	-0.012	-0.017	0.003	-0.028	0.004	-0.005	0.243	0.017	0.011	-0.014	0.16	-0.03	0.045	-0.004	0.022	-0.001	-0.016	0.022	-0.012	-0.008	-0.028	-0.008	-0.01	0.074	-0.014	0.023	0.026	0.233	-0.022	0.425	-0.006	0.006	-0.022	-0.002	-0.028	-0.009	0.042	-0.087	-0.014	0	-0.018	-0.073	-0.009	-0.022	-0.008	0.025	0.001	-0.013	-0.017	-0.012	-0.08	-0.004	0.002	0.013	0.011	0.029	-0.011	0.011	-0.03	0.015	-0.015	-0.01	-0.007	-0.016	-0.006	-0.006
social	-0.003	0.077	0.012	-0.04	-0.049	-0.004	-0.013	0.005	-0.035	-0.05	-0.037	-0.001	-0.012	0	-0.003	0.015	0.119	0.023	-0.006	-0.027	0.006	-0.027	0.009	0.018	0.028	-0.009	0.009	0.051	-0.02	-0.002	-0.028	-0.005	0.025	-0.024	0.035	-0.002	-0.002	0.022	-0.006	0.034	0.003	-0.007	0.153	0.026	0.014	-0.008	-0.019	-0.007	-0.063	-0.005	0.036	-0.033	0.003	0.006	-0.019	-0.008	-0.039	0.156	-0.004	0.11	-0.015	-0.013	-0.007	-0.006	-0.009	-0.003	-0.007	0.021	-0.044	-0.003	-0.015	-0.011	-0.001	-0.012	-0.029	-0.004	-0.009	0.001	0.025	-0.004	0.036	0.006	-0.013	0.222	-0.014	-0.006	-0.001	-0.014	0.017	0.347	0.031	-0.006	0.066	-0.012	0.012	-0.026	0.001	0.001	0.024	-0.018	-0.01	-0.007	-0.012	-0.004	-0.018	-0.006	0.01	-0.004	-0.003	-0.004	0	0.348	-0.022	0.001	-0.018	0.094	0.429	-0.006	-0.019	-0.001	-0.014	-0.075	-0.011	-0.008	-0.01	-0.067	-0.009	-0.017	-0.008	-0.023	0.015	-0.017	-0.01	-0.011	-0.078	-0.004	-0.01	-0.004	-0.006	0.002	-0.006	0.071	0.022	0.009	-0.005	-0.009	0.016	-0.012	-0.006	-0.009
harmonisation	-0.002	0.009	0.011	0.022	-0.036	-0.006	-0.002	-0.002	-0.031	-0.043	0.506	0.188	0.084	0.007	-0.012	0.016	0.002	-0.009	-0.005	-0.015	-0.007	-0.026	0.016	-0.003	-0.006	0.003	-0.006	-0.016	-0.013	-0.001	-0.014	-0.004	-0.005	-0.01	-0.006	-0.002	-0.002	-0.004	0.036	0.032	-0.005	0.007	0.065	-0.003	-0.005	-0.009	-0.027	-0.006	-0.053	-0.008	0.007	-0.037	0.001	0.042	-0.016	-0.001	-0.027	-0.006	0.015	-0.017	-0.01	-0.006	-0.006	-0.021	-0.003	0.013	0.015	-0.006	-0.039	0.011	0.004	-0.008	-0.001	-0.013	-0.024	0.046	-0.007	-0.004	-0.01	-0.004	-0.006	-0.004	0.016	0.058	-0.012	0.027	0.123	0.03	0.005	-0.018	0.001	0.012	0.012	-0.013	0.007	-0.024	-0.011	-0.004	0.004	-0.019	-0.012	-0.006	-0.007	-0.008	-0.002	-0.005	0.073	0.003	-0.016	-0.008	-0.009	-0.005	-0.005	-0.018	-0.015	-0.003	-0.029	-0.005	0.1	0.002	-0.012	0.115	-0.019	-0.006	-0.006	-0.057	-0.004	-0.017	-0.006	-0.026	0.004	-0.014	-0.015	-0.012	-0.061	0.017	-0.009	-0.009	-0.006	0	-0.009	-0.01	-0.019	-0.002	-0.014	-0.002	-0.014	0.085	-0.005	-0.007
standard	0.023	-0.007	0.058	0.241	0.271	-0.004	-0.021	-0.003	-0.05	-0.067	-0.025	-0.017	0.072	0.007	-0.03	0.005	-0.008	-0.017	0	-0.013	-0.026	-0.03	-0.004	0.008	0.018	-0.01	0.019	-0.013	-0.014	0.034	-0.031	-0.004	-0.007	-0.025	-0.007	-0.003	-0.003	0.038	0.069	0.102	-0.008	0.052	0.005	-0.003	0.027	0.013	-0.028	-0.026	-0.064	0.003	0.032	-0.075	-0.009	0.03	-0.019	0	-0.047	-0.006	-0.009	-0.021	-0.015	-0.017	0.002	0.025	0.014	0.005	0.002	0.002	-0.062	0.029	0.003	0.008	-0.002	-0.012	-0.019	-0.005	0.016	0.038	0.005	-0.013	-0.016	0.08	0.046	-0.012	0	0.082	0.131	0.155	-0.009	-0.029	-0.008	0	0.01	-0.019	-0.006	0.059	-0.009	0.001	-0.02	-0.019	-0.014	-0.002	0.019	-0.003	0.036	-0.007	0.072	-0.006	0.006	0.01	0.013	-0.019	-0.021	-0.027	-0.017	-0.007	-0.045	0	0.353	0.007	-0.019	-0.074	-0.015	-0.01	-0.006	-0.07	-0.006	-0.02	-0.006	-0.039	-0.01	-0.011	0.075	0.001	-0.103	-0.005	0.005	0.002	-0.003	-0.006	-0.015	-0.017	-0.022	0.033	-0.021	-0.002	0.015	0.148	0.026	-0.006
european	0.007	0.093	0.008	0.014	-0.028	0.005	-0.018	-0.001	0.073	-0.075	-0.041	0.003	0.054	0.065	-0.018	0.005	0.023	0.015	0.006	0.049	0.194	-0.04	0.015	0.019	0.028	0.021	0.1	-0.004	0.008	-0.002	0.002	-0.007	0.011	0.058	0.031	-0.004	-0.004	0.052	0.013	-0.007	0.021	0.072	0.053	0.012	0.007	-0.001	0.116	-0.002	-0.086	-0.016	0.015	-0.058	0.019	0.008	-0.016	0.008	-0.054	0.028	0.073	0.15	-0.023	0.178	0.039	-0.043	-0.016	0.03	0	-0.001	-0.056	0.01	-0.011	-0.003	0.032	0.022	0.02	0.019	0.056	0.025	0.068	-0.011	0.247	0.039	0.001	0.025	-0.009	0.022	0.042	0.011	0.029	0.081	0.126	0.023	0.025	-0.019	0.171	0.005	0.031	0.033	-0.008	0.01	-0.008	0.068	-0.007	0.038	-0.03	-0.011	0.004	0.057	-0.013	0.027	0.005	0.108	-0.015	0.04	0.011	0.035	0.075	0.005	0.002	-0.006	0.033	-0.135	0.016	0.015	-0.018	-0.102	0.001	-0.025	-0.001	-0.018	0.026	-0.022	0.017	-0.001	-0.112	0.009	0.012	0.008	0.027	0.004	-0.011	0.116	-0.017	0.032	0.07	0.054	0.058	0.032	0.008	-0.001
policy	-0.009	-0.021	0.003	-0.087	-0.128	0.007	-0.034	0.005	0.216	-0.166	-0.09	-0.038	-0.032	0.008	0	-0.02	0.027	0.128	0.008	0.06	-0.01	0.191	-0.009	0.008	-0.013	0.074	-0.04	0.009	0.036	-0.005	-0.008	-0.009	0.034	-0.02	0.021	0.015	0.014	0.041	-0.02	-0.016	0.049	-0.004	-0.026	0.019	0.005	-0.002	0.001	0.054	-0.161	0.014	0.006	-0.123	0.008	0.022	0.038	0.02	-0.097	0.006	-0.004	-0.046	-0.039	0.024	-0.008	-0.014	-0.031	0.062	-0.003	-0.004	-0.057	-0.011	-0.026	-0.033	-0.005	0.03	-0.105	0.004	-0.019	-0.025	0.054	-0.018	-0.043	-0.02	-0.04	-0.018	0.075	-0.023	-0.024	0.003	0.053	0.116	0.007	-0.016	0.003	0.051	-0.005	-0.07	0.004	-0.005	-0.01	0.089	0.012	0.003	-0.018	0.016	0.105	-0.004	-0.04	0.043	0.033	-0.003	0.03	0.016	-0.062	-0.037	-0.022	0.01	0.142	0.002	-0.124	0.062	0.073	-0.14	0.048	0.022	0.028	0.207	0.009	-0.036	0.017	0.058	0.013	-0.01	-0.032	-0.03	0.204	-0.006	-0.018	0.022	0.003	0.039	0.011	0.06	-0.055	0.015	0.007	0.009	-0.065	-0.004	0.009	0.044
iron	-0.001	-0.006	-0.002	-0.024	-0.023	-0.004	-0.009	-0.001	0.062	-0.026	-0.014	0	-0.007	-0.003	-0.011	-0.004	-0.003	0.078	0.009	0.044	0.012	-0.016	0.001	-0.001	-0.005	0.501	-0.005	0.002	0.032	-0.001	0.024	-0.002	0.012	-0.003	-0.004	-0.001	-0.001	-0.003	-0.005	-0.005	-0.003	0.001	-0.006	-0.002	-0.007	-0.003	-0.008	0.072	-0.032	-0.008	0.041	0.024	0.052	0.062	-0.008	-0.004	-0.015	-0.004	-0.001	0.027	-0.008	-0.008	-0.003	-0.012	-0.009	-0.004	0.001	-0.004	-0.018	-0.005	0.002	0.011	-0.001	0.038	-0.003	-0.002	0.026	-0.005	-0.008	-0.008	0.037	-0.005	-0.007	-0.009	0.011	0.015	-0.005	-0.001	-0.007	-0.003	-0.006	0.017	-0.004	-0.001	-0.006	-0.015	0.015	-0.002	0.018	-0.012	-0.008	0.001	0.034	-0.005	-0.014	0.016	-0.01	-0.005	-0.01	0	0.036	-0.006	-0.013	-0.008	-0.009	-0.006	-0.011	-0.004	-0.022	0.011	-0.009	-0.014	0.003	-0.004	-0.002	-0.036	-0.004	-0.007	-0.004	0.025	-0.006	-0.009	0.005	0.068	0.014	-0.002	-0.008	0.003	-0.004	-0.004	-0.006	-0.003	-0.01	-0.009	-0.007	-0.001	-0.009	-0.009	-0.003	0.01
expenditure	-0.002	-0.009	-0.003	-0.03	-0.036	-0.005	-0.012	-0.002	-0.017	-0.036	-0.028	-0.005	-0.003	-0.002	0.096	0.003	-0.001	0.018	-0.004	0.016	0.451	-0.017	-0.006	-0.009	-0.002	0.002	0.006	0.016	-0.014	-0.001	-0.017	-0.003	0.004	0.061	-0.005	-0.002	-0.002	-0.007	-0.01	-0.005	0.172	-0.01	-0.011	-0.002	0.019	-0.007	0.002	0.048	-0.04	-0.005	-0.015	-0.014	0.017	0.073	-0.013	-0.006	-0.027	-0.002	-0.007	0.012	0.019	0.013	-0.005	-0.031	-0.011	-0.006	0.007	-0.005	-0.031	-0.002	-0.011	-0.008	-0.001	0.007	-0.02	-0.003	0.006	0.001	0.03	-0.004	0.411	-0.006	-0.009	-0.01	-0.014	-0.011	0	0.002	-0.009	0.193	-0.012	-0.005	-0.005	-0.011	0.049	-0.02	-0.015	-0.003	0.013	-0.007	0.001	-0.005	-0.01	-0.006	-0.018	-0.005	-0.01	-0.009	-0.012	-0.007	-0.004	0.01	-0.017	-0.009	0.045	0.005	0.197	0.006	-0.032	-0.006	-0.002	-0.068	-0.015	-0.006	-0.008	-0.044	0	-0.015	-0.005	-0.025	-0.008	-0.013	-0.011	-0.006	-0.055	-0.003	-0.011	-0.007	-0.003	0.013	-0.006	-0.006	-0.022	-0.011	0.002	-0.007	-0.007	-0.003	-0.004	-0.006
common	-0.005	-0.012	-0.015	-0.022	-0.083	0.015	-0.008	0.011	0.007	0.005	0.111	-0.024	-0.001	0.008	-0.013	-0.002	-0.009	0.012	0.007	0.027	0.03	0.008	-0.016	0.01	-0.018	-0.024	-0.013	0.005	-0.004	-0.003	-0.012	0.006	0.045	0.014	0.008	-0.001	0.013	0.021	-0.013	-0.018	-0.015	0.019	0.006	0.01	-0.001	-0.01	-0.019	0.016	-0.096	0.012	-0.008	-0.032	0.003	0.01	0.066	0.009	-0.037	-0.013	-0.005	-0.008	-0.019	-0.018	0	0.077	0.01	-0.001	0.004	0.008	-0.025	0.005	0.006	-0.019	-0.003	0.014	0.048	0.013	-0.014	0	0.04	-0.003	-0.027	-0.006	-0.02	0.006	0.056	-0.02	-0.015	-0.011	-0.016	-0.004	0.025	0.003	0.001	0.125	0.026	-0.051	-0.005	-0.004	0.005	0.195	0.027	0.014	-0.004	-0.007	-0.016	0.017	-0.011	0.095	0.015	0.009	0.02	-0.007	-0.027	-0.029	0.008	-0.011	0.028	-0.003	-0.084	-0.008	0.14	-0.016	0.04	0.019	0.001	0.029	0.093	0.058	0.017	-0.003	0.018	-0.02	-0.023	-0.02	-0.028	0	-0.014	0.013	-0.004	0.036	0.015	0.035	-0.013	0.031	-0.008	-0.004	-0.033	0.041	-0.005	0.049
community	0.002	0.062	0.006	0.041	-0.044	-0.008	-0.024	0.005	-0.015	-0.097	-0.03	0.059	0.022	0.021	0.05	0.016	0.007	0	-0.013	0.014	0.018	-0.002	0.024	0.019	0.017	-0.001	0.005	0.022	0.011	-0.003	-0.002	-0.001	-0.009	-0.011	0.005	-0.005	0.01	0.027	-0.001	0.015	0.005	0.01	0.033	0.006	0.016	-0.009	-0.001	0.013	-0.028	0.026	0.088	0.051	0.01	0.062	-0.001	0.001	-0.045	0.007	-0.003	-0.003	0.101	0.002	0.001	0.037	-0.019	0.009	0.004	0.005	-0.007	0.005	0.001	0.012	-0.003	-0.001	-0.014	0.018	0.016	-0.007	0.076	0.001	-0.009	-0.009	0.014	0.018	0.007	0.019	0.016	0.033	0.02	0.06	0.023	0.029	0.02	-0.015	0.098	-0.027	0	-0.004	0.045	-0.032	-0.007	0.009	0.029	0.022	0.001	0.012	-0.008	-0.021	-0.028	0.033	-0.005	0.023	-0.029	-0.004	0.006	0.033	0.243	0.026	0.01	0.015	-0.022	0.058	-0.014	0.01	0.02	-0.109	-0.006	0.032	0.003	0.062	0.001	0.048	0.011	0.006	-0.106	0.004	-0.022	0.006	0.01	0.028	-0.009	0.118	0.065	0.045	-0.011	-0.007	-0.037	0.008	-0.008	0.001
aid	0.017	-0.022	-0.014	-0.019	-0.085	0.013	-0.03	-0.004	-0.083	-0.027	-0.081	0.014	0.006	0.006	0.147	0.021	0.004	-0.004	-0.01	-0.016	0.176	-0.063	0.041	0.051	-0.044	0.002	-0.012	0.066	-0.033	-0.003	-0.018	0.001	0.041	-0.003	0.025	-0.005	-0.006	0.016	-0.019	-0.015	-0.006	-0.013	0.01	-0.006	0.006	-0.012	-0.021	0.01	-0.102	0.01	0.104	0.378	0.022	0.059	-0.008	-0.014	-0.007	-0.002	0.004	-0.046	0.055	0.008	-0.003	-0.022	-0.03	-0.016	0	0.015	-0.081	-0.006	0.025	0.038	0.004	-0.017	0.043	-0.009	0.087	-0.015	0.095	0.007	0.191	-0.017	-0.014	-0.024	-0.01	-0.031	-0.013	-0.047	-0.021	0.259	-0.011	0.007	0.015	-0.031	0.031	-0.017	-0.019	-0.006	0.041	-0.04	-0.015	-0.001	-0.018	0.007	-0.051	0.048	-0.015	-0.016	-0.042	0.011	-0.014	0.028	-0.045	0.057	-0.026	0.005	0.422	0.06	-0.095	-0.015	-0.023	0.025	-0.019	-0.011	-0.016	-0.043	-0.01	-0.013	0.013	-0.058	0.018	0.076	0.036	0.084	-0.17	0.008	-0.013	-0.011	-0.01	0.011	-0.006	0.021	0.076	-0.012	0.012	-0.004	-0.046	-0.034	0.006	-0.002
financial	-0.003	0.029	-0.01	-0.012	-0.057	0	-0.015	-0.003	0.051	-0.066	-0.042	0.003	-0.011	0.01	0.107	0.005	0.003	0.021	-0.003	0.008	0.228	0	0.017	0.004	0.005	-0.005	0.103	0.043	-0.007	-0.002	-0.002	-0.004	-0.006	0.036	0.04	-0.003	-0.003	0.005	0.039	-0.004	-0.003	-0.013	0.014	-0.002	0.006	-0.014	-0.011	0.016	-0.054	0.005	0.004	0.009	0.009	0.022	0.014	-0.011	-0.051	0.001	-0.01	-0.008	0.109	0.069	0.034	-0.035	0.015	-0.009	-0.005	-0.003	-0.05	-0.002	-0.017	-0.013	-0.002	-0.021	0.003	-0.002	0.221	0.003	0.027	0.001	0.105	-0.01	0	0.001	0	-0.021	0.005	-0.011	0.014	0.178	0.041	0.023	-0.007	-0.016	0.271	-0.025	-0.005	-0.004	0.023	-0.02	-0.012	0.006	-0.001	0.017	-0.032	0.003	-0.01	-0.012	-0.02	0.006	0.004	0.026	-0.026	-0.024	0.037	0.003	0.395	0.044	-0.045	-0.012	-0.003	-0.088	0.007	0.01	-0.009	-0.072	0.005	-0.023	0.026	-0.026	0.038	-0.017	-0.01	0.001	-0.1	0.007	0.013	0.003	-0.01	0.002	-0.001	0.005	-0.027	0.016	0.003	0.033	-0.023	-0.016	-0.005	0.01
