Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79
community	0.104	0.034	-0.002	0.004	-0.003	0.006	0.017	0.013	-0.115	-0.099	0.003	0.026	-0.005	-0.01	0.087	0.01	0.078	-0.019	0.027	0.03	-0.001	0.06	-0.064	0.009	-0.006	0.005	0.02	-0.015	0	-0.013	0.013	0.06	0.015	0.015	0.014	0.011	0.062	0.011	-0.02	0.06	-0.014	-0.084	0.011	0.004	-0.001	0.069	0.005	-0.007	0.021	-0.027	0.028	0.003	0.016	0.028	0.19	0.013	0.003	-0.034	-0.029	-0.014	0.025	-0.078	0.019	-0.001	0.021	-0.006	-0.096	0.101	0.002	0.019	-0.015	-0.01	0.032	0.022	0.078	0.028	-0.005	-0.01	-0.063	0.108
aid	0.048	-0.001	-0.002	-0.051	0.07	-0.024	0.053	-0.015	-0.048	-0.143	-0.022	-0.009	-0.04	-0.02	0.271	0.016	0.042	-0.045	-0.067	0.071	-0.028	0.022	-0.079	0.04	-0.006	-0.024	0.034	-0.055	0.021	-0.04	-0.006	0.061	0.001	-0.036	0.042	-0.008	0.015	-0.052	-0.022	0.013	-0.013	-0.004	-0.017	-0.023	0.238	-0.054	-0.001	-0.002	-0.007	-0.028	-0.01	-0.009	-0.012	0.002	0.327	0.003	-0.008	-0.036	-0.122	-0.011	0.178	-0.078	0.051	-0.061	-0.003	-0.01	-0.135	0.035	0.016	-0.024	-0.017	-0.015	-0.021	-0.015	0.088	0.01	-0.003	-0.015	-0.066	0.327
financial	0.299	-0.004	0.013	0.079	-0.007	0.033	0.001	0.006	-0.077	-0.084	-0.009	0.024	-0.024	-0.004	0.131	0.043	-0.057	-0.022	-0.016	0.061	-0.013	0.069	-0.05	0.234	-0.004	-0.022	0.057	0.002	0.012	-0.026	-0.008	0.046	-0.007	-0.025	-0.004	-0.018	-0.005	-0.032	-0.015	0.007	-0.016	-0.058	0.005	-0.007	0.131	0.014	0.001	-0.019	0.006	-0.013	-0.023	0.035	0.027	0.026	0.429	-0.001	0.004	-0.022	-0.074	-0.002	-0.026	-0.052	-0.008	0.001	-0.005	0	-0.087	0.02	-0.005	-0.001	0	-0.001	-0.007	-0.006	0.004	0.004	-0.004	0.022	-0.041	-0.021
fishing	-0.01	-0.014	-0.01	0.08	-0.017	-0.02	-0.019	-0.017	-0.095	-0.09	-0.013	0.006	-0.029	0.002	-0.024	-0.016	-0.049	-0.037	-0.031	-0.014	-0.016	-0.033	-0.045	-0.025	-0.004	-0.006	-0.001	-0.039	-0.008	-0.026	-0.009	0.079	-0.017	-0.018	-0.021	-0.015	-0.017	0.424	-0.017	-0.013	-0.015	-0.067	-0.013	0.012	-0.021	-0.066	0.005	-0.021	-0.005	-0.021	-0.032	-0.013	-0.015	-0.014	-0.002	-0.018	-0.008	-0.032	-0.077	-0.008	-0.054	-0.055	-0.027	0.891	-0.003	-0.015	-0.074	-0.016	-0.003	-0.003	-0.018	-0.014	-0.019	-0.016	-0.013	-0.014	0.008	-0.03	-0.041	-0.08
eu	0.092	-0.015	0.026	0.096	-0.02	0.046	0	0.061	-0.08	-0.018	0.003	0.016	-0.016	0.017	-0.022	0.014	-0.21	-0.014	0.024	0.053	-0.012	0.13	-0.054	0.016	-0.007	-0.021	0.023	0.039	-0.01	-0.013	0.003	0.057	-0.006	-0.015	-0.015	0.026	0.048	0.058	-0.01	0.01	-0.001	-0.072	-0.003	0.023	0.191	0.001	0.033	0.015	0.02	-0.022	-0.027	0.009	0.021	0.034	0.226	0.072	0.047	0.141	-0.071	-0.007	-0.035	-0.033	0	0.139	-0.004	0.009	-0.128	0.074	0.002	0.018	-0.01	-0.002	0.071	-0.003	-0.036	0.037	0	-0.006	-0.062	-0.084
country	-0.005	-0.019	-0.003	-0.019	-0.02	-0.007	-0.016	-0.002	-0.076	-0.093	0.008	0.001	-0.015	-0.01	-0.037	-0.012	0.016	0.019	-0.021	0.041	-0.025	0	0.4	-0.028	-0.006	-0.042	0.007	-0.079	-0.018	0.008	-0.001	0.006	-0.015	-0.035	-0.012	-0.026	-0.012	-0.034	-0.018	-0.026	-0.006	0.258	-0.019	-0.001	-0.033	0.123	-0.02	-0.024	0.005	-0.025	-0.041	-0.021	0.005	-0.019	-0.023	-0.014	0.005	-0.037	-0.075	-0.018	-0.049	-0.029	-0.046	-0.036	-0.007	-0.018	0.121	-0.014	-0.007	-0.026	-0.024	-0.014	-0.008	-0.009	-0.01	-0.018	-0.002	-0.02	-0.061	0.013
ec	0.106	0.143	0.019	0.463	-0.012	0.015	0.042	0.019	-0.089	-0.064	0.033	0.001	0.074	0.038	-0.028	0.015	-0.002	0.036	-0.021	0.043	-0.008	0.081	-0.049	0.019	-0.004	-0.015	0.03	0.095	0.014	0.057	-0.007	-0.009	0.048	0.007	0.095	-0.005	0.068	-0.017	-0.006	-0.004	-0.012	-0.066	0.003	0.017	-0.013	-0.053	0.045	0.027	0.018	-0.014	0.025	0.138	0.008	0.12	0.012	0.022	0.024	0.005	-0.066	0.098	-0.045	-0.043	-0.008	-0.011	-0.005	0.028	-0.079	0.02	-0.005	0.002	-0.013	0.01	0.105	-0.008	0.018	0.017	0.038	0.056	-0.044	-0.048
committee	0.005	0.009	-0.012	-0.015	-0.013	0.023	-0.012	-0.013	-0.069	-0.063	0.015	0.004	0.03	0	0.163	0.007	-0.026	-0.028	-0.044	0.023	-0.012	0.064	-0.038	0.013	-0.003	-0.019	-0.012	0.362	0.011	-0.019	-0.002	0.349	0.082	-0.009	-0.015	-0.014	0.043	-0.017	0.001	-0.01	-0.015	-0.047	0.022	-0.012	-0.016	-0.051	0.004	-0.001	0.001	-0.015	-0.009	0.165	0.007	0.012	-0.027	0.002	0.026	0.001	-0.06	0.352	-0.033	-0.039	-0.019	-0.029	-0.003	-0.011	-0.065	0.021	-0.003	-0.004	-0.006	0.317	0.168	-0.009	0.021	0.008	0.011	-0.019	-0.029	-0.078
third	-0.028	-0.015	-0.001	-0.053	-0.021	-0.02	-0.021	-0.014	-0.076	-0.074	0.013	-0.013	-0.003	-0.004	-0.04	-0.015	0.001	0.046	-0.026	0.001	-0.024	-0.035	0.454	-0.028	-0.005	-0.035	-0.001	-0.081	-0.015	0.025	-0.012	-0.06	-0.022	-0.034	-0.007	-0.029	-0.019	-0.038	-0.016	-0.025	0.001	0.309	-0.016	0	-0.029	0.12	-0.017	-0.01	0.009	-0.018	-0.041	-0.019	-0.005	-0.022	-0.05	-0.021	-0.004	-0.038	-0.068	-0.032	-0.051	-0.024	-0.048	-0.041	-0.005	-0.016	0.185	-0.029	-0.005	-0.027	-0.017	-0.019	-0.015	-0.013	-0.025	-0.02	-0.004	-0.008	-0.048	-0.018
stage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
emu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
legal	0.004	0.014	0.014	0.003	0.003	0.013	0.028	0.078	-0.033	-0.024	0.012	0.049	0.055	-0.004	-0.011	0.019	-0.026	-0.011	0.126	-0.004	0.046	0.014	-0.016	0.038	-0.001	-0.006	-0.005	0.054	-0.002	-0.005	-0.003	-0.005	-0.004	-0.006	-0.001	-0.007	0.026	-0.01	0.085	0.023	0.015	-0.022	-0.004	-0.007	-0.007	-0.024	-0.004	-0.011	0	-0.006	-0.01	0.047	0.008	-0.01	0	0.115	0.008	0.053	-0.026	-0.002	-0.018	-0.018	-0.001	-0.014	-0.002	0.036	-0.024	0	-0.002	0.036	0.095	0.019	-0.003	0.018	0.017	0.016	0.104	-0.009	-0.014	-0.037
status	0.016	-0.002	0.003	0.005	0	0.028	-0.003	0.044	-0.014	-0.013	0.037	0.001	0.001	-0.002	-0.005	0.048	-0.006	-0.005	0.009	-0.002	-0.003	0.02	-0.008	0.021	-0.001	-0.004	-0.002	0.018	-0.002	-0.004	-0.001	-0.008	0.001	0.002	0.001	-0.003	0.003	-0.005	-0.002	0	0.037	-0.008	-0.002	-0.004	-0.003	-0.01	-0.002	-0.005	-0.001	-0.003	0.024	0.106	-0.002	-0.007	0.009	0.074	-0.001	-0.005	-0.01	-0.004	-0.008	-0.008	0.01	-0.006	-0.001	-0.003	-0.013	0.018	-0.001	0.065	-0.003	0.051	0	0.048	-0.002	0.1	-0.001	-0.004	-0.006	-0.016
system	0.031	-0.001	0.01	-0.011	0.005	0.013	0.039	0.083	-0.001	-0.065	-0.003	0.006	-0.022	-0.006	0.109	0.027	0.043	-0.024	0.034	-0.004	-0.014	-0.003	-0.045	0.054	-0.004	-0.019	-0.008	-0.016	0.021	-0.023	-0.002	-0.014	0.004	-0.013	-0.019	-0.015	0.004	-0.016	-0.01	0.065	-0.005	0.035	-0.01	-0.021	-0.01	-0.051	0	-0.013	-0.005	-0.018	-0.012	-0.009	-0.004	-0.003	0.004	0	-0.001	-0.025	-0.059	-0.017	0.057	-0.044	0.029	-0.037	-0.004	-0.003	-0.075	0.006	0.011	0.061	-0.017	-0.008	-0.009	0.024	0.015	0.002	-0.006	-0.008	-0.037	0.185
central	0.067	0.036	0.021	0.012	0.029	0.599	-0.004	-0.007	-0.022	-0.029	0.001	0.043	-0.008	-0.004	-0.005	0.12	-0.032	-0.005	0.022	0.009	-0.004	0.022	-0.017	0.157	-0.001	0	0.03	0.04	-0.005	-0.004	-0.003	-0.009	-0.006	0.004	-0.007	-0.007	0.007	-0.011	0.001	0.002	-0.002	-0.021	-0.004	-0.009	-0.003	-0.023	0.008	-0.01	0.004	-0.006	-0.009	0.019	0	-0.005	-0.01	0.003	-0.002	0.018	-0.03	0.006	-0.012	-0.018	-0.011	-0.014	-0.001	-0.006	-0.029	0.003	-0.001	0.01	-0.005	0.003	-0.002	-0.006	0.012	0.018	-0.002	-0.005	-0.013	-0.028
bank	0.067	0.005	0.021	0.006	0.047	0.584	-0.003	-0.005	-0.024	-0.024	0.002	0.032	-0.009	0.011	-0.007	0.109	-0.023	-0.007	0.019	-0.005	-0.005	0.006	-0.019	0.203	-0.001	-0.001	0.054	0.034	-0.005	-0.009	-0.003	-0.001	-0.006	0.002	-0.008	-0.007	0.006	-0.012	0.001	0.001	-0.005	-0.02	-0.005	-0.003	-0.006	-0.025	0.007	-0.01	-0.003	0.041	-0.01	0.022	0	0.017	0.001	-0.002	-0.003	-0.009	-0.032	0.002	-0.017	-0.019	-0.01	-0.015	-0.002	-0.006	-0.031	0.005	-0.002	0.009	-0.005	0.001	-0.004	-0.007	0.023	0.011	-0.002	0.004	-0.014	-0.027
monetary	-0.018	-0.017	-0.02	-0.057	-0.019	0.047	-0.023	-0.026	-0.05	0.648	-0.016	-0.013	-0.036	-0.007	-0.039	0.085	-0.053	-0.049	-0.067	-0.018	-0.021	-0.051	-0.064	-0.007	-0.005	-0.034	-0.021	-0.087	-0.014	-0.032	-0.01	-0.056	-0.016	-0.027	-0.023	-0.028	-0.026	-0.043	-0.02	-0.018	-0.027	-0.084	-0.016	-0.033	-0.026	-0.087	-0.011	-0.037	-0.013	-0.027	-0.038	-0.011	-0.017	-0.048	-0.051	-0.031	-0.003	-0.042	-0.117	-0.035	-0.056	-0.064	-0.049	-0.053	-0.006	-0.022	-0.098	-0.017	-0.006	-0.024	-0.023	-0.017	-0.024	-0.015	-0.038	-0.013	-0.008	-0.038	-0.051	-0.077
economic	0.028	-0.002	0.026	-0.013	0.008	0.073	0.003	-0.016	-0.084	-0.099	-0.005	0.006	0.094	0.003	0.355	0.187	-0.09	-0.021	0.164	0.018	0.24	0.002	-0.051	0.142	-0.004	-0.012	0.031	0.081	0.005	-0.024	-0.001	0.013	0.01	-0.016	-0.014	0.007	0.007	-0.025	0.183	0.005	0.001	-0.065	-0.005	0.002	0.176	-0.074	-0.004	-0.02	-0.008	-0.017	-0.03	0.008	0.002	-0.003	0.174	0.006	-0.006	0.157	-0.093	0.138	-0.025	-0.059	-0.029	-0.04	-0.005	0.155	-0.09	0.098	-0.005	0.005	0.149	-0.004	0.109	-0.008	0.02	0.006	-0.007	0.029	-0.044	-0.062
union	0.092	0.04	0.03	0.103	-0.005	0.112	0.001	0.053	-0.037	-0.052	0.002	0.004	0.009	0.001	0.027	0.163	-0.014	0.075	0.028	0.014	-0.01	0.082	-0.036	0.04	-0.003	-0.014	0.02	0.047	0.002	-0.011	-0.002	-0.007	0.015	0.001	-0.001	-0.012	0.003	-0.011	-0.008	0.003	0.002	-0.045	-0.008	-0.005	-0.015	-0.034	0.043	0.063	-0.002	-0.01	-0.017	0.027	-0.004	0.233	0.055	0.05	0.017	0.067	-0.055	-0.006	-0.01	-0.035	-0.006	-0.028	-0.003	-0.004	-0.054	0.086	-0.003	0.028	-0.006	0.003	0.043	-0.004	0.04	0.014	0.012	0.037	-0.03	-0.028
em	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exchange	0.012	-0.007	-0.001	-0.014	-0.005	0.019	0.008	0.008	0.212	-0.024	-0.004	0.002	-0.007	0.001	-0.013	0.042	0.036	-0.023	0.022	-0.008	-0.008	-0.003	-0.022	0.016	-0.002	-0.007	-0.006	-0.016	-0.001	-0.013	0.005	-0.017	-0.009	-0.011	-0.011	0.003	-0.009	-0.015	-0.008	-0.001	-0.001	-0.037	-0.007	-0.015	-0.012	-0.037	-0.007	-0.015	0.04	-0.012	-0.017	-0.007	-0.005	-0.016	-0.013	0.017	-0.004	0	-0.043	0	-0.019	-0.016	-0.001	-0.016	-0.003	-0.01	-0.045	-0.007	-0.003	0.009	0.001	-0.008	0.018	0.011	-0.018	0.001	-0.003	-0.012	-0.023	0.012
rate	0.02	-0.006	-0.003	-0.017	0.005	-0.008	0.006	-0.006	0.095	-0.032	0.001	-0.006	-0.01	-0.005	-0.011	0.071	0.029	-0.018	-0.018	-0.006	-0.007	-0.019	-0.009	-0.001	-0.002	-0.01	-0.007	0	0.005	-0.007	0.005	0.001	0.021	-0.009	-0.007	-0.004	-0.008	0.013	-0.007	0.054	-0.008	-0.023	-0.003	-0.012	-0.007	-0.026	-0.005	-0.014	-0.002	-0.009	-0.013	-0.002	-0.006	-0.01	-0.01	-0.001	-0.003	-0.013	-0.026	0.01	0	-0.004	-0.007	-0.017	-0.002	-0.007	-0.036	-0.007	-0.002	-0.008	-0.007	-0.006	0.057	0.004	0.003	-0.006	-0.003	-0.007	-0.017	0.07
mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
marketing	-0.034	-0.012	-0.018	-0.053	0.127	-0.021	-0.018	-0.021	-0.054	-0.092	-0.008	-0.012	-0.004	-0.013	-0.028	-0.016	-0.015	-0.013	-0.04	-0.016	-0.019	-0.036	-0.049	-0.031	0.004	0.023	-0.006	-0.029	-0.01	-0.018	-0.004	-0.013	-0.007	0.019	-0.023	-0.006	-0.009	-0.035	-0.015	-0.022	-0.014	-0.051	0.015	-0.018	-0.022	-0.016	-0.01	-0.017	0.011	-0.023	0.022	-0.012	-0.014	-0.022	-0.036	-0.021	0.003	-0.031	0.346	-0.004	0.151	-0.005	0.26	-0.036	-0.001	-0.02	-0.086	-0.023	0.019	-0.019	-0.018	-0.017	-0.019	-0.014	-0.005	-0.016	-0.002	-0.018	-0.046	0.047
plant	-0.026	-0.014	-0.005	-0.044	-0.015	-0.019	-0.013	-0.019	-0.096	-0.088	-0.012	-0.013	-0.003	-0.011	-0.011	-0.016	-0.069	-0.029	-0.037	-0.012	-0.007	-0.034	-0.036	-0.026	0.004	-0.022	0.002	-0.028	-0.014	-0.014	-0.001	0.002	0.016	-0.021	-0.021	-0.017	-0.017	-0.034	-0.01	-0.02	-0.02	-0.067	-0.011	-0.009	-0.021	0.024	-0.012	0.132	-0.008	-0.021	0.001	-0.012	-0.006	-0.023	-0.002	0.009	-0.008	-0.031	0.454	-0.002	0.141	-0.053	0.388	-0.039	-0.005	-0.016	-0.083	-0.02	-0.005	-0.017	-0.018	-0.014	-0.024	-0.013	-0.002	-0.014	0.005	-0.026	-0.041	-0.079
horticulture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seed	-0.02	-0.007	-0.006	-0.024	-0.009	-0.011	0.001	-0.011	-0.045	-0.043	-0.007	-0.008	-0.004	-0.004	-0.008	-0.009	0.004	-0.007	-0.022	-0.007	-0.007	-0.018	-0.014	-0.014	-0.002	-0.007	-0.008	-0.006	-0.007	-0.013	-0.003	0.016	0.014	-0.012	-0.011	-0.011	-0.007	-0.017	0.008	-0.007	-0.01	-0.025	-0.002	-0.011	-0.004	-0.009	-0.006	0.129	-0.001	-0.009	-0.012	-0.007	-0.007	0	-0.017	0.042	-0.004	-0.017	0.139	0.003	0.287	-0.026	0.026	-0.021	-0.002	-0.002	-0.036	-0.005	-0.002	-0.011	-0.009	-0.007	-0.011	-0.003	-0.012	-0.007	-0.003	-0.008	-0.017	0.023
seedling	-0.018	-0.006	-0.004	-0.02	-0.008	-0.009	-0.01	-0.01	-0.042	-0.037	-0.006	-0.007	-0.013	-0.006	-0.013	-0.007	-0.002	-0.011	-0.016	-0.006	-0.007	-0.015	-0.01	-0.012	-0.002	-0.004	-0.002	-0.004	-0.006	-0.011	-0.002	0.012	0.013	-0.01	-0.009	-0.01	-0.006	-0.015	0.002	-0.007	-0.01	-0.029	0	-0.012	-0.01	0.007	-0.005	0.154	-0.004	-0.009	-0.01	-0.006	-0.006	0.002	-0.015	0.052	-0.003	-0.014	0.156	0.005	0.216	-0.022	-0.012	-0.019	-0.002	-0.008	-0.034	-0.002	-0.002	-0.01	-0.008	-0.006	-0.009	-0.003	-0.009	-0.006	-0.003	-0.005	-0.018	-0.012
propagation	-0.011	-0.004	0.007	-0.014	-0.005	-0.006	-0.006	-0.006	-0.028	-0.023	-0.004	-0.004	-0.008	-0.004	-0.007	-0.005	0.002	-0.007	0.003	-0.004	-0.005	-0.01	-0.014	-0.008	-0.001	0	-0.005	-0.011	-0.004	-0.007	-0.003	0.01	0.015	-0.007	-0.006	-0.006	-0.004	-0.01	0.002	-0.006	-0.005	-0.019	-0.004	-0.008	-0.006	-0.005	-0.003	0.247	-0.003	-0.006	-0.002	-0.004	0.015	-0.004	-0.003	0.091	-0.002	-0.009	0.118	-0.005	0.096	-0.013	-0.009	-0.012	-0.001	-0.005	-0.023	-0.007	-0.001	-0.006	-0.005	-0.004	-0.007	-0.004	-0.008	-0.004	0.038	-0.006	-0.011	-0.028
approximation	-0.023	-0.011	0.001	-0.044	-0.007	0.005	0.037	-0.01	-0.09	-0.09	-0.012	-0.007	-0.01	-0.013	-0.031	-0.014	0.009	-0.037	0.002	-0.015	-0.014	-0.017	-0.049	-0.002	0.005	0.129	-0.016	-0.014	0.02	-0.024	-0.007	-0.005	0.028	0.284	-0.015	0.062	-0.01	0.046	-0.015	0.077	-0.006	-0.06	0.02	-0.014	-0.021	0.014	-0.012	0.021	0.018	-0.019	0.029	-0.005	-0.008	-0.015	-0.033	0.057	0.003	-0.03	0.359	-0.003	0.015	-0.053	0.137	-0.038	0.033	-0.013	-0.09	-0.008	0.005	0.05	-0.018	-0.011	0.02	0.041	0.08	-0.002	-0.006	-0.028	-0.042	-0.103
law	-0.017	-0.005	0.054	-0.035	0.014	0.015	0.037	0.017	-0.119	-0.084	-0.011	0.029	-0.021	-0.002	-0.036	-0.009	0.064	-0.037	0.026	0.014	0.008	0.003	-0.071	0.013	0.001	0.09	-0.007	-0.02	0.036	-0.027	-0.01	0.042	0.039	0.197	0.005	0.077	-0.01	0.032	-0.019	0.133	0.001	-0.076	0.015	-0.002	-0.012	-0.009	0.004	0.025	0.011	-0.027	0.057	-0.007	-0.002	-0.014	-0.036	0.11	0.011	-0.017	0.316	-0.003	0.028	-0.071	0.142	-0.049	0.025	0.033	-0.085	0.004	0.023	0.04	-0.017	-0.005	0.021	0.062	0.097	-0.008	-0.006	-0.033	-0.058	-0.062
international	-0.004	-0.008	0.046	0.027	-0.004	0.005	0.01	0.027	-0.094	-0.087	-0.01	0.058	0.116	0.03	-0.029	-0.016	-0.104	-0.035	0.23	0.082	0.342	0.102	-0.047	0.133	-0.004	-0.013	0.035	0.091	0.014	-0.003	-0.003	-0.011	-0.008	-0.002	-0.004	0.02	0.017	0.083	0.287	-0.004	0.01	-0.064	-0.012	0.036	-0.012	-0.069	0.024	-0.026	0.001	-0.003	-0.019	0.022	0.106	-0.012	0.003	0.065	0.005	0.484	-0.077	0.018	-0.051	-0.051	-0.025	0.076	-0.005	0.185	-0.068	0.024	-0.003	-0.001	0.229	-0.001	-0.013	-0.008	0.008	0.002	0.013	0.091	-0.04	-0.107
eco	-0.005	-0.004	-0.005	-0.014	-0.002	0.027	-0.004	-0.007	-0.029	-0.027	-0.004	-0.005	0.036	-0.004	-0.01	-0.005	-0.004	-0.013	0.018	0.001	-0.005	0.001	-0.006	-0.008	-0.001	0.167	-0.005	0.011	-0.004	-0.004	-0.003	-0.016	-0.005	-0.006	-0.006	0.122	-0.003	-0.01	-0.005	-0.003	-0.004	0	0.052	-0.008	-0.006	-0.021	-0.004	-0.005	-0.003	-0.006	-0.003	-0.004	-0.001	-0.014	-0.013	-0.008	-0.002	-0.01	0.098	-0.01	-0.005	-0.016	0.003	-0.012	-0.001	-0.005	-0.025	-0.005	-0.001	0.041	-0.004	-0.004	-0.006	-0.006	0.043	-0.004	0.004	-0.009	-0.012	-0.031
label	0.016	-0.006	-0.008	0.002	-0.006	0.014	-0.005	-0.007	-0.042	-0.029	-0.006	0	0.019	-0.005	-0.011	-0.007	-0.002	-0.013	0.02	-0.002	-0.007	-0.002	-0.016	-0.012	-0.002	0.291	0.015	0.029	-0.006	-0.003	-0.004	-0.021	-0.007	0.01	-0.007	0.087	-0.007	-0.014	-0.007	-0.006	-0.007	-0.012	0.034	-0.002	-0.009	-0.018	-0.005	-0.008	-0.004	-0.006	-0.009	-0.006	-0.004	-0.012	-0.02	-0.011	-0.003	-0.012	0.103	-0.007	0.025	-0.022	-0.002	-0.017	-0.002	-0.008	-0.033	-0.009	-0.002	0.026	-0.006	-0.006	-0.004	-0.005	0.038	-0.006	0.002	-0.013	-0.017	-0.039
consumer	-0.019	-0.011	-0.01	-0.036	-0.001	0.004	-0.013	-0.019	-0.075	-0.071	-0.007	-0.011	0.018	-0.008	-0.021	-0.014	0.01	-0.03	0.031	-0.01	-0.012	0.014	-0.036	-0.001	0.007	0.095	-0.006	0.051	0.019	-0.007	0.006	-0.012	-0.007	-0.005	-0.016	0.04	0.013	-0.021	-0.008	-0.01	-0.013	-0.048	0.194	-0.02	-0.017	-0.016	-0.01	-0.004	0.028	-0.016	0.146	0.001	-0.003	-0.024	-0.024	-0.011	0.01	-0.025	0.319	-0.014	0.054	-0.042	0.014	-0.032	-0.004	-0.012	-0.07	-0.004	0.02	0.02	-0.015	-0.009	-0.01	-0.007	0.054	0.002	0.008	-0.024	-0.034	-0.088
protection	-0.01	-0.015	0.011	-0.017	-0.005	0.024	0.011	0.06	-0.099	-0.09	-0.009	-0.005	0.003	-0.002	-0.011	-0.016	-0.001	-0.031	0.05	-0.001	-0.012	0.03	-0.042	-0.005	0.004	0.097	0.005	0.049	0.018	-0.012	0.014	0.003	-0.002	0.03	0.019	0.072	0.008	-0.013	-0.008	-0.013	-0.01	-0.065	0.115	-0.005	-0.021	0.031	-0.008	0.094	0.079	-0.02	0.104	0.008	0.004	-0.026	-0.018	0.056	-0.004	-0.026	0.279	0.015	0.03	-0.056	0.027	-0.025	0.022	-0.015	-0.087	0.021	0.014	0.018	-0.014	-0.008	-0.012	-0.007	0.064	-0.008	0.004	-0.025	-0.044	-0.1
iso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
paint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
varnish	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
environment	0.003	-0.006	-0.011	0.032	-0.004	0.07	0.043	0.034	-0.063	-0.056	-0.001	0.004	0.011	-0.003	-0.012	-0.01	0.032	-0.019	0.018	0.022	-0.011	0.065	-0.018	-0.017	-0.002	0.117	0.016	0.01	0.004	-0.01	0.006	-0.011	0.045	0.06	-0.003	0.173	0.011	0.037	-0.01	-0.01	-0.006	-0.036	0.018	-0.015	-0.007	-0.035	-0.002	0.024	-0.001	-0.007	0.026	0.006	-0.006	0.038	-0.017	0.011	-0.003	-0.019	0.125	0.006	-0.01	-0.035	0.05	-0.01	0.06	-0.008	-0.054	0.034	-0.003	0.014	-0.011	-0.006	-0.003	-0.012	0.096	-0.008	0.053	-0.012	-0.027	-0.055
safety	0.004	0.005	0.003	-0.004	-0.006	0.007	0.046	-0.002	-0.081	-0.072	0.003	0.016	0.01	0.008	-0.023	-0.013	-0.07	-0.03	0.013	0.002	-0.013	0.07	-0.042	-0.015	-0.003	0.121	-0.009	0.044	0.002	-0.016	0.004	-0.02	-0.007	0.279	-0.009	0.012	0.008	0.181	-0.009	-0.015	0.001	-0.056	0.035	-0.017	-0.015	-0.024	0	0.037	0.035	-0.017	0.076	0.007	0.021	-0.031	-0.022	0.016	-0.002	0.043	0.253	-0.013	-0.015	-0.044	0.051	-0.027	0.002	-0.015	-0.062	0.025	0.02	0.031	-0.015	-0.009	0.027	0.055	0.018	0.006	-0.005	-0.02	-0.034	-0.091
