Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119
aegean	-0.001	-0.003	-0.004	-0.003	-0.004	-0.004	-0.004	-0.006	0.072	-0.002	-0.005	-0.003	-0.006	-0.003	-0.004	-0.001	-0.003	-0.003	-0.002	-0.003	-0.006	-0.001	-0.007	0.007	-0.01	0.015	-0.005	-0.002	-0.004	-0.003	-0.008	-0.004	-0.002	-0.002	0.01	0	-0.004	-0.004	-0.003	-0.004	-0.003	-0.002	-0.001	-0.004	-0.006	0.016	0.001	-0.003	-0.003	-0.005	-0.001	0.007	0	-0.004	-0.011	-0.003	-0.002	-0.003	-0.001	0.015	-0.003	-0.001	-0.005	-0.002	-0.001	-0.002	0	-0.002	-0.003	0.005	-0.004	-0.002	-0.004	-0.003	-0.001	-0.004	-0.006	-0.002	-0.002	-0.006	0	-0.012	0.026	0.006	-0.01	-0.003	-0.005	-0.001	-0.004	-0.004	-0.002	-0.006	-0.004	-0.01	-0.005	-0.003	0.005	-0.002	-0.004	0.064	0.016	-0.007	-0.01	-0.003	0	0	-0.002	-0.006	-0.004	-0.002	-0.004	-0.002	-0.003	-0.001	-0.001	0	-0.001	0.006	-0.002	-0.002
cassette	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
devaluation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
competitiveness	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
molasses	0.16	-0.008	-0.01	-0.008	-0.012	-0.023	-0.01	-0.016	-0.021	-0.013	-0.014	-0.008	-0.025	-0.007	-0.01	-0.004	-0.008	-0.007	-0.005	-0.018	-0.015	-0.002	-0.018	-0.013	-0.033	-0.056	-0.012	-0.005	-0.011	-0.037	-0.021	-0.01	-0.005	-0.004	-0.015	-0.001	-0.011	-0.01	-0.007	-0.011	-0.007	-0.006	-0.004	-0.012	-0.015	-0.016	-0.015	-0.007	-0.007	-0.013	-0.004	-0.003	-0.001	-0.02	0.221	-0.009	-0.005	-0.014	-0.003	-0.025	-0.008	-0.002	-0.012	-0.006	-0.003	-0.006	-0.023	-0.006	-0.009	-0.015	-0.011	-0.004	-0.009	-0.008	-0.011	-0.021	-0.016	-0.005	-0.005	-0.016	-0.024	-0.035	-0.013	-0.017	-0.026	-0.007	-0.013	-0.003	-0.009	-0.011	-0.004	-0.015	-0.009	-0.025	-0.012	-0.009	-0.009	-0.005	-0.01	-0.013	-0.027	-0.019	-0.024	-0.008	-0.007	-0.012	-0.004	-0.016	-0.01	-0.006	-0.009	-0.014	-0.012	-0.003	-0.003	-0.001	-0.003	-0.008	-0.004	-0.005
mushroom	-0.009	-0.003	-0.004	-0.003	-0.005	0.018	-0.004	0.018	-0.003	-0.006	-0.005	-0.003	0.03	-0.003	0.011	-0.002	-0.003	-0.003	-0.002	0.002	0.009	-0.001	0.009	-0.006	-0.014	-0.001	-0.005	-0.002	-0.005	-0.008	-0.001	-0.004	-0.002	-0.002	-0.007	0	-0.005	-0.004	-0.002	-0.001	-0.003	0.005	-0.002	-0.004	-0.001	-0.021	-0.006	0.055	-0.003	-0.004	-0.002	-0.001	0	-0.009	0.024	-0.004	-0.002	0.003	-0.001	0.004	-0.003	-0.001	-0.003	-0.003	-0.002	-0.002	0.085	-0.003	-0.004	-0.006	-0.001	-0.002	-0.004	-0.003	-0.005	-0.009	-0.007	-0.002	0.015	-0.001	-0.01	-0.002	-0.002	-0.007	0.018	-0.003	-0.006	-0.002	-0.004	-0.005	-0.002	-0.003	-0.004	0.002	-0.005	-0.004	0	-0.002	-0.004	-0.005	-0.012	-0.008	-0.007	0.013	-0.003	-0.005	-0.002	0	-0.004	-0.002	-0.004	-0.004	-0.005	-0.001	-0.001	0	-0.001	0.022	-0.002	-0.002
bread	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
irrigation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
silkworm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sericulture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
basic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reference	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ethiopia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dominican	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample	-0.017	0.097	0.014	-0.003	-0.004	-0.004	-0.003	-0.006	0.004	-0.005	0.196	0.002	-0.008	0.204	-0.003	-0.001	-0.003	-0.002	-0.002	-0.003	-0.005	-0.001	-0.006	0.031	-0.011	0.014	-0.004	-0.002	-0.004	-0.008	-0.007	-0.003	-0.002	0.008	-0.005	0	-0.004	-0.003	-0.003	0	-0.002	-0.002	-0.001	-0.004	-0.005	-0.011	-0.003	-0.002	-0.002	-0.004	-0.001	0.006	0	-0.007	-0.011	-0.003	-0.002	-0.005	-0.001	-0.006	-0.003	0.137	-0.004	-0.002	-0.001	-0.002	-0.009	-0.002	0.096	-0.005	-0.004	-0.001	-0.003	-0.003	-0.004	0.113	-0.005	-0.002	0.024	-0.003	-0.005	-0.012	-0.004	-0.006	-0.009	-0.002	-0.004	-0.001	-0.003	-0.004	-0.001	-0.005	-0.003	-0.009	-0.004	0	-0.003	-0.002	-0.003	-0.004	-0.009	-0.006	-0.004	-0.003	-0.002	-0.004	-0.002	-0.003	-0.003	-0.002	-0.001	-0.005	0.015	-0.001	0.024	0	-0.001	-0.003	-0.001	-0.002
magnesium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
restoration	-0.023	-0.004	-0.005	-0.004	-0.006	-0.009	-0.005	-0.008	-0.01	-0.006	-0.007	-0.004	-0.012	-0.003	0.316	-0.002	-0.004	-0.003	-0.002	-0.008	0.069	-0.001	-0.009	-0.006	-0.016	0.008	-0.006	-0.002	-0.005	-0.018	-0.01	-0.005	-0.002	-0.002	-0.007	0	-0.005	-0.005	-0.004	-0.005	-0.003	-0.003	-0.002	-0.005	-0.007	0.01	-0.007	-0.004	-0.003	-0.006	-0.002	-0.002	0	-0.009	0.161	-0.004	-0.003	-0.007	-0.001	-0.011	-0.004	-0.001	-0.003	-0.003	-0.002	-0.003	-0.012	-0.003	-0.004	-0.007	-0.005	-0.002	-0.005	-0.004	-0.005	-0.01	-0.008	-0.002	-0.002	-0.008	-0.011	-0.016	-0.006	-0.008	-0.012	-0.003	-0.006	-0.002	-0.005	-0.005	-0.002	-0.007	-0.005	-0.01	-0.006	-0.004	0.007	-0.003	-0.005	-0.006	-0.012	-0.009	-0.011	-0.004	-0.003	-0.006	-0.002	-0.008	-0.005	-0.003	-0.004	0.017	-0.006	-0.001	-0.001	0	-0.001	-0.004	-0.002	-0.002
replanting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
valencia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
refrigerated	0.021	-0.003	-0.004	-0.003	-0.005	-0.009	-0.004	-0.007	-0.008	-0.005	-0.006	-0.003	-0.008	-0.003	-0.004	-0.001	-0.003	-0.003	-0.002	-0.006	-0.006	-0.001	-0.007	-0.005	-0.013	0.005	-0.005	-0.002	-0.005	-0.015	-0.007	-0.004	-0.002	-0.002	-0.006	0	-0.005	-0.004	-0.003	0.322	-0.003	-0.002	-0.002	-0.005	-0.006	-0.023	-0.006	-0.003	-0.003	-0.005	-0.002	-0.001	0	-0.007	-0.013	-0.003	-0.002	-0.006	-0.001	-0.01	-0.003	-0.001	-0.004	-0.003	-0.001	-0.002	0.099	-0.002	-0.004	-0.006	-0.004	-0.002	-0.004	-0.003	-0.004	-0.007	-0.006	-0.002	-0.002	-0.006	-0.01	0.005	-0.005	-0.007	-0.011	-0.003	-0.005	-0.001	-0.004	-0.005	-0.002	-0.006	-0.004	-0.01	-0.005	-0.003	-0.004	-0.002	-0.004	-0.005	-0.011	-0.008	-0.01	-0.003	-0.003	-0.005	-0.002	-0.007	-0.004	-0.002	-0.004	-0.006	-0.005	-0.001	-0.001	0	-0.001	-0.003	-0.002	-0.002
costing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
annual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
irish	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
afghanistan	-0.045	-0.007	-0.009	-0.007	-0.011	-0.02	0.22	-0.015	0.205	-0.012	-0.012	0.003	-0.02	0.007	-0.001	0.016	-0.007	-0.006	-0.004	-0.01	-0.01	-0.002	0.147	-0.012	-0.02	-0.024	-0.006	0.011	0.009	-0.031	-0.017	-0.006	-0.005	0	0.003	-0.001	0.032	-0.009	0.572	0.02	-0.006	0.022	-0.003	-0.01	0.019	-0.049	-0.01	-0.001	0.009	0.059	-0.003	-0.003	0.033	-0.015	-0.028	-0.002	-0.005	-0.012	-0.002	-0.017	-0.007	-0.002	0.002	-0.002	-0.003	-0.004	-0.023	-0.005	-0.008	0.011	0.048	-0.004	0.008	-0.007	-0.001	-0.014	-0.014	0.031	-0.004	0.001	-0.008	-0.031	-0.01	-0.015	-0.02	-0.006	0.01	-0.003	-0.008	-0.008	0.001	0.01	-0.003	-0.015	0.109	-0.006	-0.004	-0.001	0.007	-0.011	-0.024	-0.017	-0.015	0.57	-0.006	-0.011	-0.004	-0.014	0.026	0.001	-0.001	0.011	-0.01	-0.002	-0.003	-0.001	-0.002	-0.007	0.005	-0.004
volume	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
powder	0.062	-0.006	-0.007	-0.006	-0.009	-0.015	-0.008	-0.012	-0.016	-0.01	-0.005	-0.006	-0.014	-0.005	-0.007	-0.003	-0.006	-0.005	-0.004	-0.007	-0.012	-0.002	-0.014	-0.01	-0.009	-0.005	-0.009	-0.004	-0.009	-0.022	-0.016	-0.007	0.006	-0.003	0	-0.001	-0.009	-0.007	-0.006	-0.008	-0.005	-0.005	-0.003	-0.009	-0.011	0.08	0.002	-0.006	-0.005	-0.01	-0.003	-0.003	-0.001	0.065	-0.021	-0.007	-0.004	-0.011	-0.002	-0.018	-0.006	-0.002	-0.009	-0.005	-0.003	-0.004	-0.012	-0.005	-0.007	-0.011	-0.008	-0.003	-0.007	-0.006	-0.008	0.001	-0.012	-0.004	-0.004	-0.011	-0.017	-0.015	-0.01	-0.012	-0.02	-0.005	-0.01	-0.003	-0.008	-0.008	-0.003	-0.011	-0.007	-0.019	-0.009	-0.006	-0.007	0.03	-0.007	-0.01	0.086	-0.015	-0.019	-0.006	-0.003	-0.009	-0.003	-0.013	-0.007	-0.004	0.002	-0.01	-0.009	-0.002	-0.002	-0.001	-0.002	-0.004	-0.003	-0.004
maximum	0.053	-0.007	-0.008	-0.006	-0.011	-0.02	-0.009	-0.013	-0.017	-0.012	-0.012	-0.007	-0.022	-0.006	-0.008	-0.003	-0.007	-0.006	-0.004	-0.015	-0.014	-0.002	-0.008	-0.012	-0.016	0.076	-0.011	-0.004	-0.01	-0.033	-0.018	-0.009	-0.004	-0.004	-0.013	-0.001	-0.01	-0.009	-0.006	-0.01	-0.006	-0.005	-0.003	-0.01	-0.013	0.134	-0.013	-0.006	-0.006	-0.012	-0.003	-0.003	-0.001	-0.017	-0.028	-0.008	-0.005	-0.013	-0.002	-0.022	-0.007	-0.002	-0.01	-0.006	-0.003	-0.005	-0.022	-0.005	-0.008	-0.013	-0.01	-0.003	-0.008	-0.007	-0.009	-0.014	-0.014	-0.004	-0.004	-0.014	-0.021	-0.03	-0.012	-0.015	-0.023	-0.006	-0.011	-0.003	-0.009	-0.01	-0.004	-0.003	-0.008	-0.021	-0.01	-0.007	-0.008	-0.005	-0.008	-0.011	0.104	-0.017	-0.022	-0.007	-0.006	-0.011	-0.004	-0.014	-0.009	-0.005	-0.008	-0.012	-0.011	-0.002	-0.003	-0.001	-0.002	-0.007	-0.004	-0.004
ceuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
melilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maize	0.014	-0.011	-0.013	-0.011	-0.017	-0.028	-0.014	-0.02	-0.028	-0.002	-0.017	-0.011	-0.007	-0.009	-0.013	-0.005	-0.011	-0.01	-0.007	-0.005	-0.021	-0.003	-0.021	-0.018	-0.011	-0.025	-0.017	-0.007	-0.016	-0.037	-0.028	-0.014	-0.007	-0.006	-0.017	-0.001	-0.016	-0.014	-0.009	-0.015	-0.01	-0.008	-0.005	-0.015	-0.014	0.128	-0.017	-0.01	-0.008	-0.018	-0.005	-0.004	-0.001	0.122	0.191	-0.012	-0.008	-0.02	-0.004	-0.034	-0.011	-0.003	-0.016	-0.009	-0.005	-0.008	-0.005	-0.008	-0.012	-0.02	-0.015	-0.005	-0.001	-0.011	-0.015	0.135	-0.022	-0.006	-0.007	-0.018	-0.033	-0.015	-0.016	0.004	-0.023	-0.01	-0.018	-0.005	-0.013	0.111	-0.006	0	-0.013	-0.033	-0.012	-0.011	-0.01	-0.004	-0.009	-0.01	-0.014	-0.027	-0.033	-0.011	-0.006	-0.017	-0.006	-0.023	-0.013	-0.008	-0.013	-0.019	-0.015	-0.004	-0.004	-0.001	-0.004	-0.012	-0.006	-0.007
sorghum	0.058	-0.007	-0.009	-0.007	-0.011	-0.018	-0.009	-0.015	-0.018	-0.009	-0.013	-0.007	0.015	-0.006	-0.009	-0.003	-0.007	-0.006	-0.005	-0.015	-0.014	-0.002	-0.016	-0.012	-0.021	-0.042	-0.011	-0.004	-0.01	-0.021	-0.019	-0.009	-0.005	-0.004	-0.009	-0.001	-0.01	-0.009	-0.007	-0.01	-0.006	-0.005	-0.004	-0.009	-0.012	0.016	0.003	-0.007	-0.006	-0.012	-0.003	-0.001	-0.001	0.161	0.209	-0.008	-0.005	-0.013	-0.002	-0.022	-0.007	-0.002	-0.011	-0.006	-0.003	-0.005	-0.017	-0.006	-0.008	-0.014	-0.01	-0.004	-0.009	-0.007	-0.01	0.011	-0.015	-0.004	-0.005	-0.014	-0.021	-0.031	-0.012	-0.002	-0.02	-0.006	-0.012	-0.003	0	-0.01	-0.004	-0.013	-0.009	-0.023	-0.011	-0.008	-0.008	-0.005	-0.009	-0.011	-0.006	-0.017	-0.023	-0.007	-0.006	-0.011	-0.004	-0.015	-0.009	-0.005	-0.008	-0.012	-0.008	-0.003	-0.003	-0.001	-0.003	-0.008	-0.004	-0.004
primary	-0.001	-0.004	-0.005	-0.004	-0.007	0	-0.005	-0.004	-0.01	-0.007	-0.003	-0.004	-0.011	-0.004	-0.005	-0.002	-0.004	-0.004	-0.003	-0.002	-0.002	-0.001	-0.002	-0.007	0.087	0.057	-0.006	-0.003	-0.004	0	-0.011	-0.005	-0.003	-0.002	-0.008	-0.001	-0.006	-0.005	-0.004	-0.006	-0.004	-0.003	-0.002	-0.006	-0.007	-0.018	-0.006	-0.004	-0.004	-0.007	-0.002	-0.002	-0.001	-0.011	0.002	-0.003	-0.003	-0.008	-0.001	-0.01	-0.004	-0.001	-0.006	-0.003	-0.002	-0.003	0.018	-0.003	-0.005	-0.008	-0.006	0.021	-0.005	0	-0.006	0.009	-0.009	-0.003	-0.003	0.11	-0.006	-0.016	-0.007	-0.001	-0.013	-0.004	-0.007	-0.002	-0.005	-0.006	-0.002	-0.007	-0.005	-0.009	-0.004	-0.001	-0.005	-0.003	-0.005	-0.007	-0.011	-0.01	-0.003	-0.004	-0.004	-0.007	-0.002	-0.009	-0.005	-0.003	-0.005	-0.007	-0.006	-0.001	-0.002	-0.001	-0.001	-0.004	-0.002	-0.003
cable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fallow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
suckler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
destruction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
automatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carrying	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
